"UserPrincipalName","DisplayName","SkuPartNumber","SkuId","ServicePlanName","ProvisioningStatus","AppliesTo"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Deskless","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","DYN365_CDS_O365_P3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EQUIVIO_ANALYTICS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCEL_PREMIUM","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCHANGE_ANALYTICS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCHANGE_S_ENTERPRISE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","FLOW_O365_P3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","FORMS_PLAN_E5","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","GRAPH_CONNECTORS_SEARCH_INDEX","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INFO_GOVERNANCE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INFORMATION_BARRIERS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INSIGHTS_BY_MYANALYTICS","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INTUNE_O365","PendingActivation","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","KAIZALA_STANDALONE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","LOCKBOX_ENTERPRISE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","M365_ADVANCED_AUDITING","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","M365_LIGHTHOUSE_CUSTOMER_PLAN1","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOEV","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOMEETADV","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOSTANDARD","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_AVATARS_ADDITIONAL_FOR_TEAMS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_AVATARS_FOR_TEAMS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_IMMERSIVE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_IMMERSIVE_FOR_TEAMS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_COMMUNICATION_COMPLIANCE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_ECDN","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_MYANALYTICS_FULL","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_SEARCH","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_TEAMS_EVENTS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFTBOOKINGS","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_CLP1","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_CLP2","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_Exchange","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MTP","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MYANALYTICS_P2","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Nucleus","Success","Company"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","OFFICESUBSCRIPTION","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PAM_ENTERPRISE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PEOPLE_SKILLS_FOUNDATION","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PLACES_CORE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","POWER_VIRTUAL_AGENTS_O365_P3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","POWERAPPS_O365_P3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PREMIUM_ENCRYPTION","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PROJECT_O365_P3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PROJECTWORKMANAGEMENT","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PURVIEW_DISCOVERY","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","RECORDS_MANAGEMENT","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","RMS_S_ENTERPRISE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SHAREPOINTENTERPRISE","PendingInput","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SHAREPOINTWAC","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","STREAM_O365_E5","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SWAY","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","TEAMS1","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","THREAT_INTELLIGENCE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","VIVA_LEARNING_SEEDED","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","VIVAENGAGE_CORE","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","WHITEBOARD_PLAN3","Success","User"
"emma.wilson@summitridge-mfg.com","Emma Wilson","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","YAMMER_ENTERPRISE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","ADALLOM_S_O365","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","ATP_ENTERPRISE","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","BI_AZURE_P2","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Bing_Chat_Enterprise","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","BPOS_S_TODO_3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CDS_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CLIPCHAMP","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMON_DEFENDER_PLATFORM_FOR_OFFICE","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMUNICATIONS_COMPLIANCE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMUNICATIONS_DLP","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Content_Explorer","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","ContentExplorer_Standard","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CUSTOMER_KEY","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CustomerLockboxA_Enterprise","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","DATA_INVESTIGATIONS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Deskless","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","DYN365_CDS_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EQUIVIO_ANALYTICS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCEL_PREMIUM","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCHANGE_ANALYTICS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","EXCHANGE_S_ENTERPRISE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","FLOW_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","FORMS_PLAN_E5","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","GRAPH_CONNECTORS_SEARCH_INDEX","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INFO_GOVERNANCE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INFORMATION_BARRIERS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INSIGHTS_BY_MYANALYTICS","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","INTUNE_O365","PendingActivation","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","KAIZALA_STANDALONE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","LOCKBOX_ENTERPRISE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","M365_ADVANCED_AUDITING","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","M365_LIGHTHOUSE_CUSTOMER_PLAN1","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOEV","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOMEETADV","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MCOSTANDARD","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_AVATARS_ADDITIONAL_FOR_TEAMS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_AVATARS_FOR_TEAMS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_IMMERSIVE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MESH_IMMERSIVE_FOR_TEAMS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_COMMUNICATION_COMPLIANCE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_ECDN","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_MYANALYTICS_FULL","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_SEARCH","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFT_TEAMS_EVENTS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MICROSOFTBOOKINGS","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_CLP1","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_CLP2","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MIP_S_Exchange","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MTP","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","MYANALYTICS_P2","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Nucleus","Success","Company"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","OFFICESUBSCRIPTION","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PAM_ENTERPRISE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PEOPLE_SKILLS_FOUNDATION","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PLACES_CORE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","POWER_VIRTUAL_AGENTS_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","POWERAPPS_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PREMIUM_ENCRYPTION","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PROJECT_O365_P3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PROJECTWORKMANAGEMENT","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","PURVIEW_DISCOVERY","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","RECORDS_MANAGEMENT","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","RMS_S_ENTERPRISE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SHAREPOINTENTERPRISE","PendingInput","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SHAREPOINTWAC","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","STREAM_O365_E5","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","SWAY","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","TEAMS1","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","THREAT_INTELLIGENCE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","VIVA_LEARNING_SEEDED","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","VIVAENGAGE_CORE","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","WHITEBOARD_PLAN3","Success","User"
"olivia.brown@summitridge-mfg.com","Olivia Brown","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","YAMMER_ENTERPRISE","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","ADALLOM_S_O365","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","ATP_ENTERPRISE","Success","Company"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","BI_AZURE_P2","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","Bing_Chat_Enterprise","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","BPOS_S_TODO_3","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CDS_O365_P3","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","CLIPCHAMP","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMON_DEFENDER_PLATFORM_FOR_OFFICE","Success","Company"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMUNICATIONS_COMPLIANCE","Success","User"
"sophia.martinez@summitridge-mfg.com","Sophia Martinez","ENTERPRISEPREMIUM","c7df2760-2c81-4ef7-b578-5b5392b571df","COMMUNICATIONS_DLP","Success","User"
