"CreationDate","UserIds","Operations","Workload","ResultStatus","ObjectIdExported","AuditDataExported","ClientIpExported","LocationExported","PrivateContentExported"
"5/14/2026 5:59:09 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 5:53:04 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 5:53:02 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Consent to application.",,,"No","No","No","No","No"
"5/14/2026 5:53:02 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 5:53:02 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Add delegated permission grant.",,,"No","No","No","No","No"
"5/14/2026 5:53:02 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Remove delegated permission grant.",,,"No","No","No","No","No"
"5/14/2026 5:52:56 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 5:38:08 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 5:37:34 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Remove member from role.",,,"No","No","No","No","No"
"5/14/2026 5:19:02 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Remove member from role.",,,"No","No","No","No","No"
"5/14/2026 4:20:27 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 4:20:12 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Add member to role.",,,"No","No","No","No","No"
"5/14/2026 4:19:17 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 4:19:01 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Add member to role.",,,"No","No","No","No","No"
"5/14/2026 4:15:43 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 3:29:22 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Add eligible member to role.",,,"No","No","No","No","No"
"5/14/2026 3:29:20 PM","ServicePrincipal_e5148362-bde7-4a99-9af5-c1eed30b4f71","Add eligible member to role.",,,"No","No","No","No","No"
"5/14/2026 3:20:39 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 3:20:36 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Add delegated permission grant.",,,"No","No","No","No","No"
"5/14/2026 3:20:36 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 3:20:36 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Consent to application.",,,"No","No","No","No","No"
"5/14/2026 3:20:36 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Remove delegated permission grant.",,,"No","No","No","No","No"
"5/14/2026 3:20:30 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 1:42:22 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 1:42:21 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 1:41:39 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 1:41:38 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 1:04:22 PM","SecurityComplianceAlerts","AlertEntityGenerated",,,"No","No","No","No","No"
"5/14/2026 1:04:22 PM","SecurityComplianceAlerts","AlertTriggered",,,"No","No","No","No","No"
"5/14/2026 1:01:08 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-Mailbox",,,"No","No","No","No","No"
"5/14/2026 1:00:51 PM","ServicePrincipal_1efff8bb-4176-4e6d-9bca-e0ac34556791","Update user.",,,"No","No","No","No","No"
"5/14/2026 1:00:51 PM","ServicePrincipal_1efff8bb-4176-4e6d-9bca-e0ac34556791","Update user.",,,"No","No","No","No","No"
"5/14/2026 1:00:51 PM","ServicePrincipal_1efff8bb-4176-4e6d-9bca-e0ac34556791","Update user.",,,"No","No","No","No","No"
"5/14/2026 1:00:51 PM","ServicePrincipal_1efff8bb-4176-4e6d-9bca-e0ac34556791","Update user.",,,"No","No","No","No","No"
"5/14/2026 1:00:49 PM","sophia.martinez@summitridge-mfg.com","FolderModified",,,"No","No","No","No","No"
"5/14/2026 1:00:49 PM","sophia.martinez@summitridge-mfg.com","FolderCreated",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteCollectionCreated",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteAccessWithCustomScripts",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteAccessWithCustomScripts",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SharingPolicyChanged",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteCollectionAdminAdded",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteCollectionAdminRemoved",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SiteLocksChanged",,,"No","No","No","No","No"
"5/14/2026 1:00:48 PM","sophia.martinez@summitridge-mfg.com","SharingPolicyChanged",,,"No","No","No","No","No"
"5/14/2026 1:00:35 PM","13c04896-4d5e-4cfe-a8b7-950497fc474e","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:35 PM","13c04896-4d5e-4cfe-a8b7-950497fc474e","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:35 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:35 PM","sophia.martinez@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:33 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:33 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:32 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:32 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:30 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:30 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:29 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:29 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:28 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:28 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:27 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:27 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:26 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:26 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:24 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:24 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:23 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:23 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:22 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:22 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:21 PM","sophia.martinez@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 1:00:21 PM","sophia.martinez@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 1:00:09 PM","olivia.brown@summitridge-mfg.com","FolderCreated",,,"No","No","No","No","No"
"5/14/2026 1:00:09 PM","olivia.brown@summitridge-mfg.com","FolderModified",,,"No","No","No","No","No"
"5/14/2026 1:00:05 PM","6c64fdb8-a29d-4ce4-8472-1046845b0659","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:05 PM","olivia.brown@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:05 PM","olivia.brown@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:05 PM","6c64fdb8-a29d-4ce4-8472-1046845b0659","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:03 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:03 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:01 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:01 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:00 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 1:00:00 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:59 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:57 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:56 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:55 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:54 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:54 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:52 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:51 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:50 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:49 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:48 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:47 PM","olivia.brown@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:59:33 PM","emma.wilson@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:31 PM","9106bbd9-226b-4dd5-9f29-18b472072115","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:31 PM","emma.wilson@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:28 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:27 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:25 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:25 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:23 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:22 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:22 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:20 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:19 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:17 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:16 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:15 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:13 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:12 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:11 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:10 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:10 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:09 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:08 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:08 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:06 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:59:05 PM","emma.wilson@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:58:40 PM","emma.wilson@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:36 PM","emma.wilson@summitridge-mfg.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:36 PM","9106bbd9-226b-4dd5-9f29-18b472072115","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:35 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:35 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:33 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:33 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:32 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:31 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:31 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:30 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:30 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:28 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:58:27 PM","emma.wilson@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:58:27 PM","emma.wilson@summitridge-mfg.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:56:59 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Update policy.",,,"No","No","No","No","No"
"5/14/2026 12:56:59 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Update policy.",,,"No","No","No","No","No"
"5/14/2026 12:56:14 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Update policy.",,,"No","No","No","No","No"
"5/14/2026 12:56:13 PM","SeungHunJeong@democompany1016.onmicrosoft.com","Update policy.",,,"No","No","No","No","No"
"5/14/2026 12:55:42 PM","emergency.access01@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:55:37 PM","ServicePrincipal_db2126b5-1ecb-4848-b3eb-d1f2d7af19ec","Update user.",,,"No","No","No","No","No"
"5/14/2026 12:55:37 PM","emergency.access01@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:55:17 PM","ServicePrincipal_db2126b5-1ecb-4848-b3eb-d1f2d7af19ec","Update user.",,,"No","No","No","No","No"
"5/14/2026 12:55:04 PM","ServicePrincipal_847fac5c-6e83-4dad-a0e0-ebf1bbd6dd9f","Update user.",,,"No","No","No","No","No"
"5/14/2026 12:55:04 PM","ServicePrincipal_847fac5c-6e83-4dad-a0e0-ebf1bbd6dd9f","Update user.",,,"No","No","No","No","No"
"5/14/2026 12:54:23 PM","emergency.access01@democompany1016.onmicrosoft.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:54:21 PM","emergency.access01@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:54:19 PM","emergency.access01@democompany1016.onmicrosoft.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 12:53:46 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:46 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:38 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:22 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:14 PM","0cda8d96-61ae-4c67-99db-f849200b1dea","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:14 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:14 PM","ServicePrincipal_847fac5c-6e83-4dad-a0e0-ebf1bbd6dd9f","Update user.",,,"No","No","No","No","No"
"5/14/2026 12:28:12 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:11 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:09 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:08 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:07 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:06 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:05 PM","Not Available","UserLoggedIn",,,"No","No","No","No","No"
"5/14/2026 12:28:03 PM","seunghunjeong@democompany1016.onmicrosoft.com","UserLoginFailed",,,"No","No","No","No","No"
"5/14/2026 6:39:36 AM","ServicePrincipal_aa238db1-1abf-41fb-825d-90f5e5c8d49f","Update agreement.",,,"No","No","No","No","No"
"5/14/2026 4:49:03 AM","sophia.martinez@summitridge-mfg.com","MailItemsAccessed",,,"No","No","No","No","No"
"5/14/2026 4:21:47 AM","NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)","Remove-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 4:21:47 AM","NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)","Remove-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 4:21:46 AM","NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 4:21:45 AM","NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/14/2026 4:21:45 AM","NT SERVICE\MSExchangeServiceHostNetCore (Microsoft.Exchange.ServiceHost)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/13/2026 10:05:00 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","New-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/13/2026 10:04:45 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","Set-ConditionalAccessPolicy",,,"No","No","No","No","No"
"5/13/2026 9:50:26 PM","NT SERVICE\MSExchangeAdminApiNetCore (Microsoft.Exchange.AdminApi.NetCore)","New-ConditionalAccessPolicy",,,"No","No","No","No","No"
